Serial,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,AQI, pm25, pm10, o3, no2, so2, co,wd,Year,Month
191,2014/7/11,31,24,0,14.4,6,96,25,35,35,29,12,29,83,6.8,1003,31,9,179,8,337,168,65,71,26,1,8,4,2014,7
192,2014/7/12,34,26,0,13.4,7,100,26,37,37,29,8,46,84,4.6,1003,34,9,187,5,313,137,44,37,20,3,7,5,2014,7
193,2014/7/13,25,22,0,8.8,5,90,23,27,27,24,13,94,94,3.3,1006,25,7,232,10,223,97,67,86,20,3,7,6,2014,7
194,2014/7/14,29,21,0,14,6,83,23,29,29,26,10,49,88,0.2,1008,29,6,157,7,315,140,35,38,22,2,6,0,2014,7
195,2014/7/15,24,22,0,8.5,5,75,23,27,27,24,10,94,96,18.6,1009,24,4,107,6,183,85,59,44,32,5,7,1,2014,7
196,2014/7/16,30,23,0,13.3,6,68,25,32,32,27,10,60,90,0,1009,30,7,136,7,301,121,38,46,13,3,4,2,2014,7
197,2014/7/17,31,24,0,13.3,6,61,25,32,32,27,19,43,90,0,1009,31,9,156,13,112,57,33,36,11,3,3,3,2014,7
198,2014/7/18,31,25,0,13.3,6,54,25,33,33,27,23,58,89,0,1010,31,9,147,15,125,50,39,43,12,3,4,4,2014,7
199,2014/7/19,30,25,0,13.6,6,46,26,33,33,28,19,40,89,0.4,1010,30,9,148,13,125,55,36,48,12,4,4,5,2014,7
200,2014/7/20,33,25,0,13.5,6,39,26,36,36,29,17,12,85,0,1009,33,8,137,12,125,64,33,46,11,5,4,6,2014,7
201,2014/7/21,32,25,0,13.5,7,32,26,35,35,29,20,32,87,0,1007,32,8,141,14,138,52,30,47,11,3,5,0,2014,7
202,2014/7/22,32,25,0,13.5,7,24,26,35,35,29,23,9,84,0,1005,32,10,146,16,125,46,35,26,10,3,4,1,2014,7
203,2014/7/23,31,27,0,12.1,6,17,26,36,36,29,24,41,86,0,1004,31,9,131,17,112,41,45,28,8,2,3,2,2014,7
204,2014/7/24,31,26,0,12.1,6,10,26,34,34,28,36,56,86,0,1000,31,10,132,25,150,61,46,41,14,3,6,3,2014,7
205,2014/7/25,29,26,0,10.9,6,3,25,32,32,27,29,73,88,1.3,1002,29,9,186,17,175,77,76,51,19,5,8,4,2014,7
206,2014/7/26,31,25,0,13.5,6,0,26,34,34,28,14,32,87,1.5,1010,31,7,54,10,331,160,48,34,16,4,5,5,2014,7
207,2014/7/27,31,24,0,13.5,6,0,26,33,33,28,11,54,89,7.9,1009,31,7,156,8,290,117,46,86,19,4,8,6,2014,7
208,2014/7/28,31,23,0,13.4,6,4,25,33,33,28,10,39,87,5.1,1007,31,7,150,7,240,102,48,62,13,4,5,0,2014,7
209,2014/7/29,32,25,0,13.4,7,12,26,35,35,29,17,11,82,0,1007,32,10,140,12,210,93,28,29,8,3,4,1,2014,7
210,2014/7/30,32,26,0,13.4,6,19,26,35,35,29,21,12,85,0,1006,32,8,130,15,150,48,23,19,7,3,6,2,2014,7
211,2014/7/31,31,26,0,13.4,7,23,25,34,34,28,21,50,84,0.3,1004,31,9,70,15,125,32,16,23,7,2,4,3,2014,7
212,2014/8/1,27,24,0,8.4,6,33,24,29,29,25,35,94,94,12.8,998,27,9,147,22,125,46,18,23,9,2,4,4,2014,8
213,2014/8/2,28,23,0,10.8,6,41,24,29,29,25,35,80,93,1.9,996,28,10,295,22,162,42,59,78,16,4,7,5,2014,8
214,2014/8/3,33,24,0,13.4,6,48,25,35,35,29,20,24,83,4.4,1001,33,9,245,13,306,128,68,111,22,5,9,6,2014,8
215,2014/8/4,34,25,0,13.3,8,55,26,38,38,30,14,11,80,0,1003,34,10,157,9,319,145,47,66,12,3,5,0,2014,8
216,2014/8/5,33,26,0,13.3,7,63,27,38,38,30,17,10,85,0,1004,33,7,135,12,207,92,35,67,12,4,7,1,2014,8
217,2014/8/6,32,26,0,13.3,7,70,27,37,37,30,18,14,85,0.1,1003,32,8,146,13,125,63,27,34,10,3,4,2,2014,8
218,2014/8/7,31,26,0,13.3,6,77,26,35,35,29,18,32,85,0,1002,31,8,130,13,125,54,33,15,14,3,4,3,2014,8
219,2014/8/8,29,25,0,12,6,84,25,32,32,27,12,65,91,5.4,1003,29,9,87,8,125,59,32,16,20,2,4,4,2014,8
220,2014/8/9,30,24,0,10.8,6,92,25,32,32,27,6,79,89,0.4,1004,30,6,114,4,188,63,56,40,21,5,9,5,2014,8
221,2014/8/10,29,23,0,9.5,6,99,24,29,29,26,15,75,89,0,1004,29,8,273,11,305,126,40,51,14,4,6,6,2014,8
222,2014/8/11,29,22,0,13.2,7,100,22,29,29,26,13,32,80,0,1005,29,10,62,9,183,85,38,39,22,4,6,0,2014,8
223,2014/8/12,26,24,0,10.8,6,87,22,28,28,25,14,67,81,0,1006,26,10,84,9,150,75,53,50,12,3,5,1,2014,8
224,2014/8/13,30,24,0,13.2,7,79,23,31,31,27,17,49,79,0,1005,30,10,106,13,247,104,32,38,15,2,8,2,2014,8
225,2014/8/14,29,22,0,8.2,6,72,25,30,30,26,16,75,91,0.6,1006,29,6,182,10,150,60,38,34,22,4,6,3,2014,8
226,2014/8/15,27,22,0,12,6,65,22,28,28,25,11,59,86,0,1010,27,7,192,7,153,76,45,44,14,3,5,4,2014,8
227,2014/8/16,28,22,0,8.2,6,57,23,28,28,25,15,73,87,0.2,1010,28,8,90,10,217,95,29,33,16,2,6,5,2014,8
228,2014/8/17,25,21,0,8.2,5,50,23,27,27,24,19,95,94,4.8,1007,25,7,239,12,175,55,39,20,23,4,8,6,2014,8
229,2014/8/18,26,21,0,8.2,5,43,22,26,26,23,11,93,95,15.2,1011,26,4,228,8,190,87,21,29,22,2,6,0,2014,8
230,2014/8/19,22,21,0,8.2,5,36,22,22,25,22,14,92,96,27,1011,22,3,30,9,150,42,22,27,25,3,6,1,2014,8
231,2014/8/20,23,21,0,10.7,5,28,21,22,25,22,17,62,96,11.6,1010,23,6,135,11,175,50,55,82,25,5,8,2,2014,8
232,2014/8/21,28,19,0,13.1,6,21,23,27,27,25,11,42,88,0.2,1011,28,7,193,7,300,120,45,44,17,3,5,3,2014,8
233,2014/8/22,29,23,0,13.1,6,14,24,31,31,27,15,26,89,0,1010,29,8,127,11,217,95,54,52,17,4,6,4,2014,8
234,2014/8/23,31,23,0,13,7,7,25,33,33,28,9,38,85,0.1,1008,31,8,160,5,260,108,66,89,21,6,10,5,2014,8
235,2014/8/24,32,26,0,12,6,0,26,35,35,29,16,49,84,6.5,1006,32,10,195,9,309,132,53,70,15,5,8,6,2014,8
236,2014/8/25,29,23,0,12,6,0,23,30,30,26,15,59,85,0.2,1010,29,10,205,10,287,116,62,60,21,5,11,0,2014,8
237,2014/8/26,28,22,0,11.9,6,1,22,28,28,25,12,58,83,0,1014,28,8,74,8,290,117,44,38,22,4,7,1,2014,8
238,2014/8/27,24,21,0,8.1,5,8,21,25,25,23,21,92,90,3.7,1014,24,9,91,13,227,98,45,41,16,4,8,2,2014,8
239,2014/8/28,30,22,0,13,6,15,24,31,31,26,7,52,89,1.3,1014,30,6,105,5,230,99,45,26,24,4,8,3,2014,8
240,2014/8/29,27,22,0,9.4,6,22,24,29,29,25,8,63,91,7.2,1013,27,7,107,5,223,97,27,38,15,4,4,4,2014,8
241,2014/8/30,28,21,0,12.9,6,30,22,28,28,25,12,58,88,0.4,1013,28,6,148,8,125,57,28,34,14,3,4,5,2014,8
242,2014/8/31,28,22,0,10.6,6,33,23,28,28,25,16,66,88,0,1010,28,8,107,10,138,50,45,41,15,4,5,6,2014,8
243,2014/9/1,30,24,0,12.9,6,46,24,31,31,27,17,65,88,2.4,1009,30,8,262,11,190,87,54,70,19,6,6,0,2014,9
244,2014/9/2,31,23,0,12.9,7,53,25,32,32,27,14,56,88,0.1,1008,31,8,241,9,247,104,39,35,23,5,8,1,2014,9
245,2014/9/3,25,21,0,11.9,5,61,22,26,26,23,16,58,94,5.5,1009,25,7,281,11,214,91,83,97,23,13,11,2,2014,9
246,2014/9/4,28,19,0,11.9,6,68,21,26,26,24,13,50,84,0.2,1010,28,9,223,9,337,168,71,87,18,5,8,3,2014,9
247,2014/9/5,28,21,0,12.8,7,76,22,28,28,25,14,25,84,0,1011,28,10,113,10,326,154,48,59,13,4,6,4,2014,9
248,2014/9/6,29,23,0,12.8,7,84,23,29,29,26,14,35,86,0,1010,29,8,73,10,253,106,38,53,13,4,5,5,2014,9
249,2014/9/7,29,22,0,12.8,6,91,23,29,29,26,11,46,88,0.3,1009,29,6,78,8,170,81,45,62,16,5,5,6,2014,9
250,2014/9/8,28,21,0,11.9,6,99,22,27,27,25,11,47,82,0,1008,28,8,88,8,217,95,42,48,13,4,5,0,2014,9
251,2014/9/9,28,23,0,10.6,6,100,22,28,28,25,14,60,84,0.4,1009,28,8,95,9,180,84,50,44,13,5,5,1,2014,9
252,2014/9/10,27,23,0,10.6,6,86,22,27,27,25,16,53,84,0,1011,27,10,69,11,250,105,29,52,14,5,4,2,2014,9
253,2014/9/11,27,22,0,12.7,6,79,19,26,26,24,17,47,73,0,1012,27,10,84,11,138,38,37,41,15,4,5,3,2014,9
254,2014/9/12,26,22,0,7.9,5,71,22,27,27,24,19,90,89,7.1,1009,26,9,144,12,138,53,21,33,12,3,5,4,2014,9
255,2014/9/13,27,22,0,11.9,6,64,21,28,28,25,17,64,81,9,1013,27,9,120,12,125,43,29,36,8,3,4,5,2014,9
256,2014/9/14,27,22,0,9.2,5,56,21,27,27,24,21,69,82,0.9,1013,27,10,81,14,162,38,24,41,7,5,7,6,2014,9
257,2014/9/15,27,22,0,11.9,5,48,20,26,26,24,19,46,80,0,1014,27,10,67,13,138,40,41,50,12,4,5,0,2014,9
258,2014/9/16,26,21,0,6.1,5,41,20,26,26,24,19,58,79,0,1015,26,10,78,12,138,70,36,40,15,5,5,1,2014,9
259,2014/9/17,27,22,0,7.5,5,33,20,27,27,24,18,63,79,0,1016,27,10,76,12,138,48,28,35,16,4,5,2,2014,9
260,2014/9/18,22,19,0,6.1,5,26,19,21,23,21,20,95,87,0.2,1016,22,9,47,13,162,58,40,23,28,5,7,3,2014,9
261,2014/9/19,19,18,0,6.1,4,18,18,19,19,19,15,82,96,7,1013,19,5,298,10,217,95,51,40,25,8,8,4,2014,9
262,2014/9/20,25,17,0,11.6,5,11,19,22,22,21,16,54,87,0.8,1012,25,7,160,10,273,112,25,46,10,4,4,5,2014,9
263,2014/9/21,25,20,0,10.2,5,3,19,25,25,23,28,54,79,0.2,1013,25,10,53,18,138,38,32,42,9,3,5,6,2014,9
264,2014/9/22,24,22,0,7.4,5,0,20,25,25,23,45,78,87,8.1,1011,24,9,51,27,138,39,15,15,11,3,5,0,2014,9
265,2014/9/23,25,22,0,6,5,0,23,26,26,24,35,100,96,4.7,1005,25,9,152,23,188,42,33,26,16,4,9,1,2014,9
266,2014/9/24,26,20,0,6,5,0,21,25,25,23,23,67,88,0.1,1012,26,10,197,16,177,83,51,68,21,5,7,2,2014,9
267,2014/9/25,26,19,0,11.6,6,4,20,25,25,23,12,17,82,0,1015,26,10,53,8,301,121,62,64,18,4,6,3,2014,9
268,2014/9/26,27,20,0,8.8,5,12,21,25,25,24,14,42,86,0.2,1014,27,9,120,10,315,139,51,52,16,3,6,4,2014,9
269,2014/9/27,27,21,0,10.2,5,19,22,27,27,24,16,35,87,0.3,1015,27,9,120,11,240,102,35,48,13,3,5,5,2014,9
270,2014/9/28,27,22,0,11.6,7,27,22,27,27,25,23,17,84,0,1013,27,10,126,16,162,54,59,47,17,4,7,6,2014,9
271,2014/9/29,29,22,0,11.6,6,34,23,29,29,25,22,44,87,6.9,1011,29,10,263,14,263,109,28,41,9,4,5,0,2014,9
272,2014/9/30,22,17,0,6,5,42,18,21,22,21,27,86,85,0.1,1018,22,10,137,19,138,61,39,43,15,4,5,1,2014,9
273,2014/10/1,24,16,0,11.6,6,48,17,20,21,20,11,18,81,0,1017,24,9,170,7,214,73,60,88,19,5,11,2,2014,10
274,2014/10/2,26,16,0,10.2,5,55,18,23,23,22,12,39,79,0,1013,26,10,232,7,290,117,56,56,11,4,7,3,2014,10
275,2014/10/3,24,16,0,11.6,6,62,17,22,24,22,19,10,76,0,1015,24,10,15,15,302,122,35,50,6,3,8,4,2014,10
276,2014/10/4,24,15,0,11.6,6,69,16,21,22,21,18,2,75,0,1017,24,10,104,14,162,66,50,52,12,3,7,5,2014,10
277,2014/10/5,25,17,0,11.6,6,77,17,22,22,21,23,10,77,0,1019,25,10,266,16,200,90,55,51,14,4,7,6,2014,10
278,2014/10/6,23,16,0,11.6,6,84,15,20,21,20,21,9,73,0,1022,23,10,221,16,253,106,44,53,16,4,6,0,2014,10
279,2014/10/7,23,15,0,8.8,5,91,14,20,20,20,17,30,72,0.1,1021,23,10,125,12,193,88,38,46,19,5,5,1,2014,10
280,2014/10/8,23,15,0,7.3,5,99,16,20,21,20,17,37,77,0.1,1020,23,10,52,12,147,74,37,51,17,4,5,2,2014,10
281,2014/10/9,23,16,0,11.6,6,100,17,20,21,20,18,35,80,0.1,1018,23,10,46,12,175,77,46,60,16,4,8,3,2014,10
282,2014/10/10,24,18,0,8.7,5,87,17,21,22,21,23,41,80,0,1017,24,10,30,16,207,92,49,45,9,3,5,4,2014,10
283,2014/10/11,25,18,0,7.3,5,80,19,23,23,22,26,58,82,0.3,1018,25,10,28,18,230,99,52,49,6,4,5,5,2014,10
284,2014/10/12,24,19,0,11.6,5,72,16,21,22,21,37,52,72,0,1015,24,10,261,26,197,89,63,41,10,5,6,6,2014,10
285,2014/10/13,20,14,0,10.2,4,65,10,17,17,17,35,31,63,0.1,1019,20,10,323,24,207,92,63,42,23,11,7,0,2014,10
286,2014/10/14,19,11,0,11.6,5,58,6,16,17,16,19,0,51,0,1021,19,10,323,14,301,121,87,64,43,18,10,1,2014,10
287,2014/10/15,21,10,0,11.6,5,51,8,18,18,18,11,5,53,0,1021,21,10,277,8,336,167,101,64,46,11,9,2,2014,10
288,2014/10/16,24,12,0,11.6,5,43,11,19,19,19,15,38,61,0,1023,24,10,126,9,335,165,49,39,24,5,4,3,2014,10
289,2014/10/17,23,17,0,10.2,5,36,12,20,21,20,15,44,60,0,1022,23,10,108,10,125,65,37,41,21,4,4,4,2014,10
290,2014/10/18,23,17,0,11.6,6,29,15,21,21,21,19,10,69,0,1021,23,10,116,13,125,57,45,47,16,4,4,5,2014,10
291,2014/10/19,25,19,0,11.6,6,21,18,23,23,22,26,13,78,0,1018,25,10,150,18,150,67,68,80,29,5,6,6,2014,10
292,2014/10/20,28,19,0,11.2,6,14,20,26,26,24,17,5,77,0,1014,28,10,178,12,305,127,76,32,33,5,8,0,2014,10
293,2014/10/21,28,18,0,8.7,5,7,19,24,24,23,24,36,78,0,1015,28,10,272,18,312,135,53,43,16,8,5,1,2014,10
294,2014/10/22,23,15,0,8.7,5,0,15,20,20,20,20,26,75,0,1022,23,10,220,16,303,124,52,44,24,4,5,2,2014,10
295,2014/10/23,23,13,0,8.7,5,0,15,21,22,21,11,5,70,0,1021,23,10,89,9,250,105,48,52,29,4,4,3,2014,10
296,2014/10/24,23,16,0,8.7,6,0,16,22,23,22,15,0,70,0,1019,23,10,146,12,197,89,46,55,27,4,4,4,2014,10
297,2014/10/25,24,17,0,8.7,6,7,16,22,23,22,16,2,70,0,1018,24,10,143,13,180,84,64,60,32,5,6,5,2014,10
298,2014/10/27,21,15,0,8.7,4,22,14,19,20,19,22,32,76,0.3,1024,21,10,23,16,312,136,59,37,17,6,5,0,2014,10
299,2014/10/28,21,14,0,8.7,5,29,13,18,19,18,17,24,70,0,1024,21,10,67,12,302,122,48,41,18,4,4,1,2014,10
300,2014/10/29,20,18,0,4.1,4,36,16,19,19,19,22,75,79,0,1022,20,10,114,14,138,67,47,30,32,4,5,2,2014,10
301,2014/10/30,21,19,0,5.7,4,44,18,20,20,20,10,83,89,2.2,1018,21,9,210,7,170,81,52,19,34,6,6,3,2014,10
302,2014/10/31,23,17,0,4.1,5,48,19,20,21,20,13,89,92,11.7,1016,23,7,278,9,297,119,48,14,34,4,10,4,2014,10
303,2014/11/1,21,16,0,4.1,4,60,16,19,19,19,17,70,85,0,1017,21,10,313,13,306,128,61,13,24,5,10,5,2014,11
304,2014/11/2,19,12,0,8.7,5,68,9,16,16,16,29,31,63,0,1021,19,10,326,20,323,150,57,34,18,6,6,6,2014,11
305,2014/11/3,17,9,0,8.7,4,76,5,14,14,14,17,3,54,0,1024,17,10,218,13,314,138,53,36,22,10,5,0,2014,11
306,2014/11/4,19,9,0,8.7,5,83,10,17,18,17,11,1,63,0,1022,19,10,100,8,243,103,54,43,32,7,6,1,2014,11
307,2014/11/5,21,13,0,8.7,5,91,13,19,19,19,14,20,69,0,1019,21,10,142,11,257,107,51,46,29,7,4,2,2014,11
308,2014/11/6,21,15,0,8.7,4,98,12,18,19,18,16,40,69,0.2,1023,21,10,216,12,233,100,95,63,34,10,9,3,2014,11
309,2014/11/7,18,14,0,5.6,4,100,11,16,16,16,23,51,71,0,1026,18,10,38,16,348,183,57,38,17,7,5,4,2014,11
310,2014/11/8,15,13,0,4.1,3,87,11,13,14,13,24,95,84,1.1,1025,15,7,18,16,273,112,37,27,20,5,4,5,2014,11
311,2014/11/9,17,13,0,5.6,4,79,11,15,15,15,20,63,77,0.2,1025,17,10,66,14,183,85,42,41,17,8,5,6,2014,11
312,2014/11/10,18,13,0,8.7,5,72,10,15,15,15,16,41,72,0,1023,18,10,32,11,257,107,62,42,21,9,7,0,2014,11
313,2014/11/11,19,13,0,7.1,4,64,10,17,17,17,8,42,64,0,1020,19,10,187,6,326,154,59,35,37,12,6,1,2014,11
314,2014/11/12,19,13,0,8.7,5,57,7,15,16,15,20,9,58,0,1023,19,10,241,15,312,136,102,27,32,14,11,2,2014,11
315,2014/11/13,14,9,0,8.7,4,49,1,12,13,12,15,17,43,0,1027,14,10,266,11,353,189,60,29,25,11,5,3,2014,11
316,2014/11/14,16,7,0,8.7,4,41,2,16,16,16,9,0,40,0,1027,16,10,70,7,230,99,67,34,45,14,6,4,2014,11
317,2014/11/15,17,11,0,7.1,4,34,9,15,16,15,16,46,64,1.8,1027,17,10,105,12,305,127,57,38,32,8,5,5,2014,11
318,2014/11/16,17,14,0,7.1,4,26,11,15,15,15,14,63,76,1.3,1026,17,10,198,11,260,108,58,21,27,5,6,6,2014,11
319,2014/11/17,15,10,0,8.7,4,19,5,11,13,11,23,9,62,0,1029,15,10,302,17,324,151,93,39,27,13,8,0,2014,11
320,2014/11/18,15,9,0,8.7,4,11,6,12,13,12,18,8,65,0,1030,15,10,139,14,353,189,62,37,27,11,7,1,2014,11
321,2014/11/19,16,10,0,8.7,3,4,8,13,14,13,18,40,70,0,1026,16,10,85,12,325,152,46,35,30,8,5,2,2014,11
322,2014/11/20,18,13,0,8.7,5,0,11,16,16,16,20,18,72,0,1023,18,10,141,13,247,104,49,34,32,6,4,3,2014,11
323,2014/11/21,21,15,0,8.7,5,0,14,19,20,19,17,7,74,0,1020,21,10,157,12,230,99,52,36,30,6,4,4,2014,11
324,2014/11/22,22,14,0,8.7,4,0,16,19,19,19,7,22,82,1,1021,22,8,165,5,257,107,69,19,37,6,7,5,2014,11
325,2014/11/23,22,17,0,5.5,4,4,17,19,19,19,24,42,87,0.8,1019,22,10,134,16,323,150,43,27,22,5,4,6,2014,11
326,2014/11/24,20,14,0,3.8,4,11,15,17,18,17,24,70,87,0,1016,20,9,178,17,257,107,35,24,20,5,4,0,2014,11
327,2014/11/25,13,12,0,3.8,3,19,10,12,13,12,21,89,83,5.9,1018,13,10,137,15,203,91,44,25,17,5,6,1,2014,11
328,2014/11/26,16,10,0,8.7,4,26,10,15,16,15,12,7,71,0,1020,16,10,208,9,217,95,60,25,32,8,7,2,2014,11
329,2014/11/27,19,13,0,7.1,4,34,13,16,17,16,32,24,78,0,1018,19,10,141,20,307,129,46,34,31,6,4,3,2014,11
330,2014/11/28,16,13,0,8.7,3,41,11,14,15,14,22,41,77,0,1019,16,10,228,16,188,76,55,19,25,6,9,4,2014,11
331,2014/11/29,17,13,0,3.8,4,49,14,16,16,16,26,86,86,0.3,1018,17,10,105,17,317,142,50,30,27,6,7,5,2014,11
332,2014/11/30,16,11,0,3.8,3,56,12,14,15,14,34,77,83,1.8,1016,16,10,301,24,287,116,39,19,20,5,9,6,2014,11
333,2014/12/1,9,2,0,8.7,3,62,-3,3,7,3,34,15,52,0,1027,9,10,329,25,273,112,83,23,17,12,7,0,2014,12
334,2014/12/2,7,0,0,7.1,1,69,-6,3,5,3,12,23,43,0,1028,7,10,320,10,313,137,61,19,27,15,7,1,2014,12
335,2014/12/3,11,3,0,7.1,2,76,-1,5,7,5,17,50,56,0.4,1026,11,9,164,13,290,117,68,9,37,15,8,2,2014,12
336,2014/12/4,7,2,0,8.7,3,84,-5,1,5,1,26,2,51,0,1029,7,10,316,20,323,150,80,16,34,24,10,3,2014,12
337,2014/12/5,7,1,0,8.7,2,91,-8,3,6,3,18,3,36,0,1029,7,10,315,14,338,170,76,19,34,26,8,4,2014,12
338,2014/12/6,9,3,0,8.7,3,98,-3,7,9,7,12,3,45,0,1028,9,10,231,10,328,156,79,18,44,26,10,5,2014,12
339,2014/12/7,13,7,0,8.7,4,100,3,8,10,8,22,17,60,0,1025,13,10,232,15,332,161,75,15,49,17,9,6,2014,12
340,2014/12/8,10,5,0,8.7,3,87,1,6,8,6,23,19,60,0,1031,10,10,260,16,321,147,87,27,30,18,8,0,2014,12
341,2014/12/9,11,8,0,8.7,3,80,5,8,10,8,26,47,72,0,1032,11,10,63,16,345,179,39,25,24,8,4,1,2014,12
342,2014/12/10,13,7,0,3.8,3,73,7,8,10,8,21,78,82,2.5,1026,13,10,239,15,227,98,57,5,39,14,7,2,2014,12
343,2014/12/11,9,5,0,7.1,2,66,1,3,7,3,27,42,71,0,1029,9,10,329,20,305,126,88,20,23,11,7,3,2014,12
344,2014/12/12,8,2,0,8.7,3,58,-6,2,6,2,23,8,45,0,1031,8,10,311,18,331,160,88,15,31,21,8,4,2014,12
345,2014/12/13,8,2,0,8.7,3,51,-5,5,7,5,13,1,42,0,1032,8,10,325,11,332,161,82,16,36,27,10,5,2014,12
346,2014/12/14,10,1,0,8.7,3,44,-2,9,10,9,12,1,46,0,1030,10,10,161,8,332,161,89,18,45,21,12,6,2014,12
347,2014/12/15,13,8,0,8.7,3,36,3,8,10,8,30,36,60,0,1025,13,10,243,20,335,166,81,10,44,17,9,0,2014,12
348,2014/12/16,5,1,0,8.7,2,29,-9,-1,4,-1,37,4,39,0,1032,5,10,315,27,332,161,100,17,27,22,8,1,2014,12
349,2014/12/17,6,0,0,8.7,2,22,-11,1,4,1,20,0,31,0,1034,6,10,320,16,322,149,71,18,29,21,8,2,2014,12
350,2014/12/18,8,2,0,8.7,3,15,-3,6,8,6,15,13,47,0,1034,8,10,145,10,311,134,87,16,45,14,11,3,2014,12
351,2014/12/19,11,6,0,3.8,2,7,4,7,9,7,23,67,72,0.2,1027,11,10,232,14,322,149,67,5,44,13,9,4,2014,12
352,2014/12/20,9,4,0,8.7,3,0,-1,4,7,4,23,3,58,0,1028,9,10,296,17,318,144,67,23,30,16,8,5,2014,12
353,2014/12/21,6,2,0,8.7,2,0,-8,0,4,0,25,9,44,0,1031,6,10,317,19,312,136,68,13,29,22,9,6,2014,12
354,2014/12/22,8,0,0,8.7,2,0,-6,4,6,4,13,5,40,0,1031,8,10,267,11,321,147,78,15,38,24,10,0,2014,12
355,2014/12/23,12,5,0,8.7,3,7,1,7,9,7,20,19,57,0,1025,12,10,187,14,329,158,71,22,38,14,9,1,2014,12
356,2014/12/24,13,6,0,8.7,3,14,-2,7,10,7,23,6,45,0,1027,13,10,241,16,316,141,101,17,48,28,14,2,2014,12
357,2014/12/25,9,5,0,8.7,3,21,2,5,8,5,20,16,67,0,1030,9,10,18,15,355,191,40,26,20,10,6,3,2014,12
358,2014/12/26,9,5,0,8.7,3,29,2,5,7,5,21,28,69,0,1030,9,10,41,14,220,96,32,24,22,8,5,4,2014,12
359,2014/12/27,10,6,0,8.7,2,36,2,6,8,6,16,42,67,0,1030,10,10,38,11,187,86,33,23,24,10,5,5,2014,12
360,2014/12/28,10,5,0,5.5,2,43,2,7,9,7,14,43,64,0,1024,10,10,248,10,183,85,59,19,39,15,8,6,2014,12
363,2015/1/2,8,0,0,8.7,2,80,-10,4,6,4,12,8,31,0,1030,8,10,245,8,305,126,73,16,40,26,10,4,2015,1
364,2015/1/3,12,1,0,8.7,3,87,-2,7,9,7,18,11,48,0,1023,12,10,153,12,333,163,89,20,44,19,11,5,2015,1
365,2015/1/4,16,7,0,8.7,4,94,3,13,14,13,14,1,51,0,1018,16,10,158,10,341,173,100,14,68,23,13,6,2015,1
366,2015/1/5,18,11,0,7.1,4,100,7,13,14,13,29,54,67,0,1014,18,10,219,18,352,187,74,20,49,13,8,0,2015,1
367,2015/1/6,9,4,0,5.5,2,100,1,3,7,3,34,77,67,0.5,1023,9,10,217,25,329,158,78,25,23,11,9,1,2015,1
368,2015/1/7,7,2,0,8.7,3,84,-4,2,5,2,20,21,54,0,1028,7,10,330,16,321,147,44,25,21,11,5,2,2015,1
369,2015/1/8,8,1,0,8.7,3,77,-6,5,7,5,14,0,40,0,1032,8,10,329,12,270,111,64,21,35,21,10,3,2015,1
370,2015/1/9,11,2,0,8.7,3,69,-3,9,10,9,9,2,39,0,1030,11,10,290,7,328,157,116,18,64,27,16,4,2015,1
371,2015/1/10,13,5,0,5.5,2,62,-1,8,9,8,13,46,49,0,1028,13,10,271,8,365,205,130,22,69,30,19,5,2015,1
372,2015/1/11,15,6,0,8.7,4,55,0,10,11,10,18,5,48,0,1029,15,10,202,13,378,222,136,33,57,37,16,6,2015,1
373,2015/1/12,9,5,0,5.5,2,48,1,4,7,4,23,59,68,0,1034,9,10,52,17,396,245,29,26,16,8,5,0,2015,1
374,2015/1/13,9,6,0,4,2,40,5,5,8,5,23,92,84,5.8,1030,9,9,59,16,153,76,24,19,24,7,4,1,2015,1
375,2015/1/14,9,7,0,4,2,33,7,5,8,5,32,94,91,4.8,1025,9,10,295,22,147,74,19,21,21,5,5,2,2015,1
376,2015/1/15,10,5,0,5.6,2,26,4,6,8,6,14,73,77,0.1,1028,10,10,289,11,175,81,58,13,26,9,8,3,2015,1
377,2015/1/16,9,6,0,4,2,19,3,6,8,6,17,88,71,0,1027,9,10,300,12,332,162,84,18,32,12,10,4,2015,1
378,2015/1/17,7,3,0,8.7,2,11,0,3,6,3,17,15,66,0,1033,7,10,113,13,348,182,66,24,18,11,8,5,2015,1
379,2015/1/18,11,2,0,8.7,3,4,0,5,7,5,18,28,63,0,1028,11,10,190,12,324,151,71,25,37,13,8,6,2015,1
380,2015/1/19,11,4,0,8.7,3,0,-1,6,8,6,16,6,55,0,1028,11,10,180,11,321,147,105,23,39,21,11,0,2015,1
381,2015/1/20,12,5,0,8.7,2,0,3,6,8,6,20,72,69,1.5,1025,12,10,123,14,334,164,62,30,28,8,5,1,2015,1
382,2015/1/21,15,7,0,8.7,4,3,4,9,11,9,26,21,65,0,1022,15,10,267,18,243,103,90,21,39,15,9,2,2015,1
383,2015/1/22,8,3,0,7.1,2,10,1,3,6,3,21,28,70,0,1026,8,10,316,16,340,172,90,10,27,15,12,3,2015,1
384,2015/1/23,9,1,0,8.7,3,18,3,6,8,6,15,4,70,0,1023,9,10,159,11,355,191,82,31,34,12,9,4,2015,1
